Abeillia abeillei
Oenanthe pleschanka
Oenanthe scotocerca
Ognorhynchus icterotis
Oncostoma cinereigulare
Oncostoma olivaceum
Oneillornis lunulatus
Oneillornis salvini
Onychognathus morio
Onychognathus nabouroup
Onychognathus tenuirostris
Onychognathus tristramii
Onychognathus walleri
Onychoprion aleuticus
Onychoprion fuscatus
Onychorhynchus coronatus
Onychorhynchus swainsoni
Opisthocomus hoazin
Oporornis agilis
Orchesticus abeillei
Oreoica gutturalis
Oreolais pulcher
Oreolais ruwenzorii
Oreophasis derbianus
Oreopholus ruficollis
Oreortyx pictus
Oreoscoptes montanus
Oreoscopus gutturalis
Oreothlypis gutturalis
Oreothlypis superciliosa
Oreothraupis arremonops
Oreotrochilus estella
Oressochen jubatus
Oressochen melanopterus
Oriolus auratus
Oriolus brachyrynchus
Oriolus chinensis
Oriolus chlorocephalus
Oriolus crassirostris
Oriolus cruentus
Oriolus decipiens
Oriolus flavocinctus
Oriolus kundoo
Oriolus larvatus
Oriolus melanotis
Oriolus monacha
Oriolus nigripennis
Oriolus oriolus
Oriolus percivali
Oriolus phaeochromus
Oriolus sagittatus
Oriolus szalayi
Oriolus traillii
Oriolus xanthonotus
Oriolus xanthornus
Oriturus superciliosus
Ornithion brunneicapillus
Ornithion inerme
Ornithion semiflavum
Orochelidon flavipes
Orochelidon murina
Ortalis araucuan
Ortalis canicollis
Ortalis cinereiceps
Ortalis columbiana
Ortalis erythroptera
Ortalis garrula
Ortalis guttata
Ortalis leucogastra
Ortalis motmot
Ortalis poliocephala
Ortalis ruficauda
Ortalis squamata
Ortalis vetula
Ortalis wagleri
Orthogonys chloricterus
Orthonyx novaeguineae
Orthonyx spaldingii
Orthonyx temminckii
Orthopsittaca manilatus
Orthotomus atrogularis
Orthotomus chaktomuk
Orthotomus cinereiceps
Orthotomus derbianus
Orthotomus frontalis
Orthotomus nigriceps
Orthotomus ruficeps
Orthotomus sepium
Orthotomus sericeus
Orthotomus sutorius
Ortygospiza atricollis
Otidiphaps nobilis
Otocichla mupinensis
Otus alfredi
Otus bakkamoena
Otus brucei
Otus cyprius
Otus elegans
Otus lempiji
Otus lettia
Otus magicus
Otus manadensis
Otus mantananensis
Otus pamelae
Otus rufescens
Otus rutilus
Otus sagittatus
Otus scops
Otus semitorques
Otus senegalensis
Otus spilocephalus
Otus sunia
Otus umbra
Oxylabes madagascariensis
Oxyruncus cristatus
Oxyura ferruginea
Oxyura jamaicensis
Pachycare flavogriseum
Pachycephala chlorura
Pachycephala cinerea
Pachycephala feminina
Pachycephala fulvotincta
Pachycephala griseonota
Pachycephala homeyeri
Pachycephala hypoxantha
Pachycephala inornata
Pachycephala jacquinoti
Pachycephala macrorhyncha
Pachycephala mentalis
Pachycephala monacha
Pachycephala nudigula
Pachycephala occidentalis
Pachycephala olivacea
Pachycephala orioloides
Pachycephala pectoralis
Pachycephala philippinensis
Pachycephala rufiventris
Pachycephala schlegelii
Pachycephala simplex
Pachycephala sulfuriventer
Pachycephala vitiensis
Pachyramphus aglaiae
Pachyramphus albogriseus
Pachyramphus castaneus
Pachyramphus cinnamomeus
Pachyramphus homochrous
Pachyramphus major
Pachyramphus marginatus
Pachyramphus minor
Pachyramphus niger
Pachyramphus polychopterus
Pachyramphus rufus
Pachyramphus validus
Pachyramphus versicolor
Pachyramphus viridis
Pachyramphus xanthogenys
Pachysylvia aurantiifrons
Pachysylvia decurtata
Pachysylvia hypoxantha
Pachysylvia muscicapina
Pachysylvia semibrunnea
Pandion haliaetus
Panterpe insignis
Panurus biarmicus
Panyptila sanctihieronymi
Parabuteo leucorrhous
Parabuteo unicinctus
Paraclaravis mondetoura
Paradisaea minor
Paradisaea rubra
Paradoxornis flavirostris
Paradoxornis guttaticollis
Paradoxornis heudei
Pardalotus punctatus
Pardalotus rubricatus
Pardalotus striatus
Pardirallus maculatus
Pardirallus nigricans
Pardirallus sanguinolentus
Parkerthraustes humeralis
Parkesia motacilla
Parkesia noveboracensis
Paroaria capitata
Paroaria coronata
Paroaria dominicana
Paroaria gularis
Parophasma galinieri
Paroreomyza montana
Parotia sefilata
Parus cinereus
Parus major
Parus minor
Parus monticolus
Passer ammodendri
Passer cinnamomeus
Passer diffusus
Passer domesticus
Passer flaveolus
Passer griseus
Passer hispaniolensis
Passer iagoensis
Passer italiae
Passer luteus
Passer melanurus
Passer moabiticus
Passer montanus
Passer pyrrhonotus
Passer rufocinctus
Passer simplex
Passer swainsonii
Passerculus sandwichensis
Passerella iliaca
Passerella megarhyncha
Passerella schistacea
Passerella unalaschcensis
Passerina amoena
Passerina caerulea
Passerina ciris
Passerina cyanea
Passerina leclancherii
Passerina rositae
Passerina versicolor
Pastor roseus
Patagioenas araucana
Patagioenas cayennensis
Patagioenas corensis
Patagioenas fasciata
Patagioenas flavirostris
Patagioenas goodsoni
Patagioenas leucocephala
Patagioenas maculosa
Patagioenas nigrirostris
Patagioenas picazuro
Patagioenas plumbea
Patagioenas speciosa
Patagioenas squamosa
Patagioenas subvinacea
Patagona gigas
Pavo cristatus
Pavo muticus
Pelargopsis amauroptera
Pelargopsis capensis
Pelecanus erythrorhynchos
Pelecanus occidentalis
Pelecanus onocrotalus
Peliperdix coqui
Pellorneum albiventre
Pellorneum bicolor
Pellorneum capistratum
Pellorneum celebense
Pellorneum fuscocapillus
Pellorneum malaccense
Pellorneum pyrrogenys
Pellorneum rostratum
Pellorneum ruficeps
Pellorneum tickelli
Peltops montanus
Penelope albipennis
Penelope argyrotis
Penelope barbata
Penelope dabbenei
Penelope jacquacu
Penelope marail
Penelope montagnii
Penelope obscura
Penelope perspicax
Penelope purpurascens
Penelope superciliaris
Penelopides affinis
Penelopina nigra
Peneothello cyanus
Peneothello sigillata
Percnostola arenarum
Percnostola rufifrons
Perdicula asiatica
Perdicula erythrorhyncha
Perdix perdix
Pericrocotus cinnamomeus
Pericrocotus divaricatus
Pericrocotus ethologus
Pericrocotus flammeus
Pericrocotus miniatus
Pericrocotus solaris
Pericrocotus speciosus
Pericrocotus tegimae
Periparus amabilis
Periparus ater
Periparus elegans
Periparus rubidiventris
Periparus rufonuchalis
Periparus venustulus
Periporphyrus erythromelas
Perisoreus canadensis
Perisoreus infaustus
Perissocephalus tricolor
Pernis apivorus
Pernis ptilorhynchus
Petrochelidon ariel
Petrochelidon fluvicola
Petrochelidon fulva
Petrochelidon nigricans
Petrochelidon pyrrhonota
Petrochelidon spilodera
Petroica australis
Petroica boodang
Petroica goodenovii
Petroica longipes
Petroica macrocephala
Petroica phoenicea
Petroica pusilla
Petroica rodinogaster
Petroica rosea
Petronia petronia
Peucaea aestivalis
Peucaea botterii
Peucaea carpalis
Peucaea cassinii
Peucaea humeralis
Peucaea mystacalis
Peucaea ruficauda
Peucaea sumichrasti
Peucedramus taeniatus
Pezopetes capitalis
Pezoporus wallicus
Phacellodomus dorsalis
Phacellodomus erythrophthalmus
Phacellodomus ferrugineigula
Phacellodomus inornatus
Phacellodomus maculipectus
Phacellodomus ruber
Phacellodomus rufifrons
Phacellodomus sibilatrix
Phacellodomus striaticeps
Phacellodomus striaticollis
Phaenicophaeus tristis
Phaenicophilus palmarum
Phaenostictus mcleannani
Phaeochroa cuvierii
Phaeomyias murina
Phaeomyias tumbezana
Phaethon aethereus
Phaethon lepturus
Phaethon rubricauda
Phaethornis atrimentalis
Phaethornis augusti
Phaethornis bourcieri
Phaethornis eurynome
Phaethornis griseogularis
Phaethornis guy
Phaethornis hispidus
Phaethornis longirostris
Phaethornis longuemareus
Phaethornis malaris
Phaethornis nattereri
Phaethornis pretrei
Phaethornis ruber
Phaethornis squalidus
Phaethornis striigularis
Phaethornis superciliosus
Phaethornis syrmatophorus
Phaethornis yaruqui
Phaetusa simplex
Phainopepla nitens
Phalacrocorax auritus
Phalacrocorax brasilianus
Phalacrocorax carbo
Phalaenoptilus nuttallii
Phalaropus fulicarius
Phalaropus lobatus
Phalaropus tricolor
Phapitreron leucotis
Phaps chalcoptera
Phaps elegans
Pharomachrus antisianus
Pharomachrus auriceps
Pharomachrus fulgidus
Pharomachrus mocinno
Pharomachrus pavoninus
Phasianus colchicus
Phedina borbonica
Phegornis mitchellii
Phelpsia inornata
Pheucticus aureoventris
Pheucticus chrysogaster
Pheucticus chrysopeplus
Pheucticus ludovicianus
Pheucticus melanocephalus
Pheucticus tibialis
Pheugopedius atrogularis
Pheugopedius coraya
Pheugopedius eisenmanni
Pheugopedius euophrys
Pheugopedius fasciatoventris
Pheugopedius felix
Pheugopedius genibarbis
Pheugopedius maculipectus
Pheugopedius mystacalis
Pheugopedius rutilus
Pheugopedius sclateri
Pheugopedius spadix
Philemon buceroides
Philemon citreogularis
Philemon corniculatus
Philemon diemenensis
Philemon fuscicapillus
Philemon novaeguineae
Philemon plumigenis
Philemon yorki
Philentoma pyrhoptera
Philentoma velata
Philesturnus rufusater
Philetairus socius
Philortyx fasciatus
Philydor atricapillus
Philydor erythrocercum
Philydor erythropterum
Philydor fuscipenne
Philydor novaesi
Philydor pyrrhodes
Philydor rufum
Phimosus infuscatus
Phlegopsis erythroptera
Phlegopsis nigromaculata
Phleocryptes melanops
Phlogophilus hemileucurus
Phodilus assimilis
Phodilus badius
Phoebastria immutabilis
Phoebastria nigripes
Phoenicircus carnifex
Phoenicircus nigricollis
Phoeniconaias minor
Phoenicoparrus andinus
Phoenicopterus chilensis
Phoenicopterus roseus
Phoenicopterus ruber
Phoeniculus bollei
Phoeniculus purpureus
Phoenicurus auroreus
Phoenicurus frontalis
Phoenicurus fuliginosus
Phoenicurus hodgsoni
Phoenicurus leucocephalus
Phoenicurus moussieri
Phoenicurus ochruros
Phoenicurus phoenicurus
Pholia sharpii
Phonygammus keraudrenii
Phragmacia substriata
Phrygilus atriceps
Phrygilus gayi
Phrygilus patagonicus
Phrygilus punensis
Phylidonyris niger
Phylidonyris novaehollandiae
Phylidonyris pyrrhopterus
Phyllastrephus cabanisi
Phyllastrephus cerviniventris
Phyllastrephus flavostriatus
Phyllastrephus placidus
Phyllastrephus strepitans
Phyllastrephus terrestris
Phyllergates cucullatus
Phyllergates heterolaemus
Phyllomyias burmeisteri
Phyllomyias cinereiceps
Phyllomyias fasciatus
Phyllomyias griseiceps
Phyllomyias griseocapilla
Phyllomyias nigrocapillus
Phyllomyias plumbeiceps
Phyllomyias reiseri
Phyllomyias sclateri
Phyllomyias uropygialis
Phyllomyias virescens
Phyllomyias weedeni
Phyllomyias zeledoni
Phylloscartes difficilis
Phylloscartes eximius
Phylloscartes gualaquizae
Phylloscartes kronei
Phylloscartes lanyoni
Phylloscartes ophthalmicus
Phylloscartes oustaleti
Phylloscartes paulista
Phylloscartes poecilotis
Phylloscartes roquettei
Phylloscartes superciliaris
Phylloscartes sylviolus
Phylloscartes ventralis
Phylloscartes virescens
Phylloscopus affinis
Phylloscopus armandii
Phylloscopus bonelli
Phylloscopus borealis
Phylloscopus borealoides
Phylloscopus budongoensis
Phylloscopus burkii
Phylloscopus calciatilis
Phylloscopus canariensis
Phylloscopus cantator
Phylloscopus castaniceps
Phylloscopus chloronotus
Phylloscopus claudiae
Phylloscopus collybita
Phylloscopus coronatus
Phylloscopus emeiensis
Phylloscopus examinandus
Phylloscopus forresti
Phylloscopus fuligiventer
Phylloscopus fuscatus
Phylloscopus goodsoni
Phylloscopus grammiceps
Phylloscopus griseolus
Phylloscopus humei
Phylloscopus ibericus
Phylloscopus ijimae
Phylloscopus inornatus
Phylloscopus intensior
Phylloscopus intermedius
Phylloscopus kansuensis
Phylloscopus maculipennis
Phylloscopus maforensis
Phylloscopus magnirostris
Phylloscopus makirensis
Phylloscopus montis
Phylloscopus neglectus
Phylloscopus nigrorum
Phylloscopus nitidus
Phylloscopus occipitalis
Phylloscopus occisinensis
Phylloscopus ogilviegranti
Phylloscopus omeiensis
Phylloscopus orientalis
Phylloscopus plumbeitarsus
Phylloscopus poliogenys
Phylloscopus presbytes
Phylloscopus proregulus
Phylloscopus pulcher
Phylloscopus reguloides
Phylloscopus ruficapilla
Phylloscopus sarasinorum
Phylloscopus schwarzi
Phylloscopus sibilatrix
Phylloscopus sindianus
Phylloscopus soror
Phylloscopus subaffinis
Phylloscopus tenellipes
Phylloscopus tephrocephalus
Phylloscopus trivirgatus
Phylloscopus trochiloides
Phylloscopus trochilus
Phylloscopus tytleri
Phylloscopus umbrovirens
Phylloscopus valentini
Phylloscopus whistleri
Phylloscopus xanthodryas
Phylloscopus xanthoschistos
Phylloscopus yunnanensis
Phytotoma raimondii
Phytotoma rara
Phytotoma rutila
Piaya cayana
Piaya melanogaster
Pica hudsonia
Pica nuttalli
Pica pica
Pica serica
Picoides arcticus
Picoides dorsalis
Picoides tridactylus
Piculus aurulentus
Piculus callopterus
Piculus chrysochloros
Piculus flavigula
Piculus leucolaemus
Picumnus albosquamatus
Picumnus aurifrons
Picumnus cirratus
Picumnus dorbignyanus
Picumnus exilis
Picumnus fulvescens
Picumnus granadensis
Picumnus innominatus
Picumnus lafresnayi
Picumnus nebulosus
Picumnus olivaceus
Picumnus pygmaeus
Picumnus rufiventris
Picumnus sclateri
Picumnus squamulatus
Picumnus temminckii
Picus awokera
Picus canus
Picus chlorolophus
Picus erythropygius
Picus puniceus
Picus sharpei
Picus squamatus
Picus vaillantii
Picus viridis
Picus vittatus
Picus xanthopygaeus
Pinicola enucleator
Pionites leucogaster
Pionites melanocephalus
Pionopsitta pileata
Pionus chalcopterus
Pionus fuscus
Pionus maximiliani
Pionus menstruus
Pionus senilis
Pionus seniloides
Pionus sordidus
Pionus tumultuosus
Pipile cujubi
Pipile cumanensis
Pipilo chlorurus
Pipilo erythrophthalmus
Pipilo maculatus
Pipilo ocai
Pipra aureola
Pipra fasciicauda
Pipra filicauda
Pipraeidea bonariensis
Pipraeidea melanonota
Pipreola arcuata
Pipreola aureopectus
Pipreola frontalis
Pipreola jucunda
Pipreola lubomirskii
Pipreola riefferii
Pipreola whitelyi
Piprites chloris
Piprites griseiceps
Piprites pileata
Piranga bidentata
Piranga erythrocephala
Piranga flava
Piranga hepatica
Piranga leucoptera
Piranga ludoviciana
Piranga lutea
Piranga olivacea
Piranga roseogularis
Piranga rubra
Piranga rubriceps
Pitangus lictor
Pitangus sulphuratus
Pithys albifrons
Pithys castaneus
Pitohui kirhocephalus
Pitta anerythra
Pitta brachyura
Pitta elegans
Pitta maxima
Pitta megarhyncha
Pitta moluccensis
Pitta nympha
Pitta sordida
Pitta steerii
Pitta versicolor
Pittasoma michleri
Pittasoma rufopileatum
Pityriasis gymnocephala
Platalea ajaja
Platalea leucorodia
Platycercus adscitus
Platycercus caledonicus
Platycercus elegans
Platycercus eximius
Platylophus galericulatus
Platyrinchus cancrominus
Platyrinchus coronatus
Platyrinchus flavigularis
Platyrinchus leucoryphus
Platyrinchus mystaceus
Platyrinchus platyrhynchos
Platyrinchus saturatus
Platysmurus leucopterus
Platysteira blissetti
Platysteira castanea
Platysteira cyanea
Platysteira hormophora
Platysteira peltata
Plectorhyncha lanceolata
Plectrophenax hyperboreus
Plectrophenax nivalis
Plegadis chihi
Plegadis falcinellus
Plegadis ridgwayi
Plocepasser mahali
Plocepasser superciliosus
Ploceus baglafecht
Ploceus bicolor
Ploceus capensis
Ploceus cucullatus
Ploceus galbula
Ploceus hypoxanthus
Ploceus intermedius
Ploceus luteolus
Ploceus manyar
Ploceus melanocephalus
Ploceus nigerrimus
Ploceus nigricollis
Ploceus ocularis
Ploceus philippinus
Ploceus sakalava
Ploceus spekei
Ploceus subaureus
Ploceus velatus
Ploceus vitellinus
Ploceus xanthops
Ploceus xanthopterus
Pluvialis apricaria
Pluvialis dominica
Pluvialis fulva
Pluvialis squatarola
Pluvianus aegyptius
Pnoepyga albiventer
Pnoepyga formosana
Pnoepyga immaculata
Pnoepyga pusilla
Podargus ocellatus
Podargus papuensis
Podargus strigoides
Podiceps auritus
Podiceps cristatus
Podiceps gallardoi
Podiceps grisegena
Podiceps major
Podiceps nigricollis
Podiceps occipitalis
Podiceps taczanowskii
Podilymbus podiceps
Poecile atricapillus
Poecile carolinensis
Poecile cinctus
Poecile gambeli
Poecile hudsonicus
Poecile hyrcanus
Poecile lugubris
Poecile montanus
Poecile palustris
Poecile rufescens
Poecile sclateri
Poecile weigoldicus
Poecilodryas hypoleuca
Poecilostreptus cabanisi
Poecilostreptus palmeri
Poecilotriccus albifacies
Poecilotriccus calopterus
Poecilotriccus capitalis
Poecilotriccus fumifrons
Poecilotriccus latirostris
Poecilotriccus luluae
Poecilotriccus plumbeiceps
Poecilotriccus ruficeps
Poecilotriccus russatus
Poecilotriccus sylvia
Pogoniulus atroflavus
Pogoniulus bilineatus
Pogoniulus chrysoconus
Pogoniulus leucomystax
Pogoniulus pusillus
Pogoniulus scolopaceus
Pogoniulus subsulphureus
Pogonocichla stellata
Poicephalus cryptoxanthus
Poicephalus flavifrons
Poicephalus fuscicollis
Poicephalus meyeri
Poicephalus robustus
Poicephalus rufiventris
Poicephalus senegalus
Poliocrania exsul
Polioptila albiloris
Polioptila caerulea
Polioptila californica
Polioptila dumicola
Polioptila lactea
Polioptila melanura
Polioptila nigriceps
Polioptila plumbea
Polioptila schistaceigula
Polyplectron bicalcaratum
Polyplectron chalcurum
Polyplectron germaini
Polyplectron malacense
Polyplectron schleiermacheri
Polystictus pectoralis
Polystictus superciliaris
Polytelis anthopeplus
Polytelis swainsonii
Polytmus guainumbi
Polytmus theresiae
Pomarea dimidiata
Pomatorhinus ferruginosus
Pomatorhinus horsfieldii
Pomatorhinus melanurus
Pomatorhinus montanus
Pomatorhinus musicus
Pomatorhinus ochraceiceps
Pomatorhinus ruficollis
Pomatorhinus schisticeps
Pomatorhinus superciliaris
Pomatostomus ruficeps
Pomatostomus superciliosus
Pomatostomus temporalis
Poodytes gramineus
Poodytes punctatus
Pooecetes gramineus
Poospiza hispaniolensis
Poospiza nigrorufa
Poospiza ornata
Poospiza whitii
Porphyrio flavirostris
Porphyrio madagascariensis
Porphyrio martinica
Porphyrio melanotus
Porphyrio poliocephalus
Porphyrio porphyrio
Porphyriops melanops
Porphyrospiza alaudina
Porphyrospiza caerulescens
Porzana carolina
Porzana porzana
Porzana spiloptera
Premnoplex brunnescens
Premnornis guttuliger
Primolius auricollis
Primolius couloni
Primolius maracana
Prinia atrogularis
Prinia buchanani
Prinia crinigera
Prinia familiaris
Prinia flavicans
Prinia flaviventris
Prinia gracilis
Prinia hodgsonii
Prinia inornata
Prinia maculosa
Prinia melanops
Prinia polychroa
Prinia rufescens
Prinia socialis
Prinia somalica
Prinia subflava
Prinia superciliaris
Prinia sylvatica
Prionochilus maculatus
Prionochilus xanthopygius
Prionops plumatus
Prionops retzii
Priotelus roseigaster
Priotelus temnurus
Probosciger aterrimus
Procarduelis nipalensis
Procnias albus
Procnias averano
Procnias nudicollis
Procnias tricarunculatus
Progne chalybea
Progne elegans
Progne sinaloae
Progne subis
Progne tapera
Promerops cafer
Prosopeia personata
Prosthemadera novaeseelandiae
Protonotaria citrea
Prunella collaris
Prunella fulvescens
Prunella himalayana
Prunella modularis
Prunella montanella
Prunella ocularis
Prunella rubeculoides
Prunella strophiata
Psaltriparus minimus
Psarisomus dalhousiae
Psarocolius angustifrons
Psarocolius atrovirens
Psarocolius bifasciatus
Psarocolius cassini
Psarocolius decumanus
Psarocolius montezuma
Psarocolius viridis
Psarocolius wagleri
Psephotus haematonotus
Psephotus varius
Pseudasthenes cactorum
Pseudasthenes humicola
Pseudastur albicollis
Pseudastur occidentalis
Pseudastur polionotus
Pseudelaenia leucospodia
Pseudibis papillosa
Pseudocolaptes boissonneautii
Pseudocolaptes johnsoni
Pseudocolopteryx acutipennis
Pseudocolopteryx citreola
Pseudocolopteryx dinelliana
Pseudocolopteryx flaviventris
Pseudocolopteryx sclateri
Pseudoleistes guirahuro
Pseudoleistes virescens
Pseudonigrita arnaudi
Pseudopodoces humilis
Pseudorectes ferrugineus
Pseudoseisura cristata
Pseudoseisura gutturalis
Pseudoseisura lophotes
Pseudoseisura unirufa
Pseudospingus verticalis
Pseudotriccus pelzelni
Pseudotriccus ruficeps
Psilopogon annamensis
Psilopogon armillaris
Psilopogon asiaticus
Psilopogon australis
Psilopogon chrysopogon
Psilopogon corvinus
Psilopogon duvaucelii
Psilopogon eximius
Psilopogon faber
Psilopogon faiostrictus
Psilopogon flavifrons
Psilopogon franklinii
Psilopogon haemacephalus
Psilopogon henricii
Psilopogon incognitus
Psilopogon lagrandieri
Psilopogon lineatus
Psilopogon malabaricus
Psilopogon monticola
Psilopogon mystacophanos
Psilopogon nuchalis
Psilopogon oorti
Psilopogon pulcherrimus
Psilopogon pyrolophus
Psilopogon rafflesii
Psilopogon virens
Psilopogon viridis
Psilopogon zeylanicus
Psilopsiagon aurifrons
Psilopsiagon aymara
Psilorhamphus guttatus
Psilorhinus morio
Psiloscops flammeolus
Psittacara erythrogenys
Psittacara finschi
Psittacara holochlorus
Psittacara leucophthalmus
Psittacara mitratus
Psittacara strenuus
Psittacara wagleri
Psittacula alexandri
Psittacula columboides
Psittacula cyanocephala
Psittacula eupatria
Psittacula finschii
Psittacula himalayana
Psittacula krameri
Psittacula longicauda
Psittacus erithacus
Psittinus cyanurus
Psittiparus gularis
Psophia crepitans
Psophia leucoptera
Psophia viridis
Psophocichla litsitsirupa
Psophodes nigrogularis
Psophodes occidentalis
Psophodes olivaceus
Pteridophora alberti
Pternistis adspersus
Pternistis afer
Pternistis bicalcaratus
Pternistis leucoscepus
Pternistis natalensis
Pternistis squamatus
Pternistis swainsonii
Pterocles alchata
Pterocles coronatus
Pterocles exustus
Pterocles namaqua
Pterocles orientalis
Pterocles senegallus
Pterodroma hypoleuca
Pterodroma madeira
Pteroglossus aracari
Pteroglossus azara
Pteroglossus bailloni
Pteroglossus beauharnaesii
Pteroglossus castanotis
Pteroglossus erythropygius
Pteroglossus inscriptus
Pteroglossus pluricinctus
Pteroglossus sanguineus
Pteroglossus torquatus
Pteroptochos castaneus
Pteroptochos megapodius
Pteroptochos tarnii
Pteruthius aeralatus
Pteruthius melanotis
Pteruthius ripleyi
Pteruthius rufiventer
Pteruthius xanthochlorus
Ptilinopus iozonus
Ptilinopus magnificus
Ptilinopus melanospilus
Ptilinopus occipitalis
Ptilinopus regina
Ptilinopus solomonensis
Ptilinopus superbus
Ptilinopus viridis
Ptiliogonys caudatus
Ptiliogonys cinereus
Ptilocichla falcata
Ptilocichla leucogrammica
Ptilocichla mindanensis
Ptilonorhynchus violaceus
Ptilopachus petrosus
Ptiloprora perstriata
Ptiloris magnificus
Ptiloris paradiseus
Ptiloris victoriae
Ptilorrhoa caerulescens
Ptilorrhoa castanonota
Ptilorrhoa leucosticta
Ptilotula fusca
Ptilotula keartlandi
Ptilotula ornata
Ptilotula penicillata
Ptiloxena atroviolacea
Ptyonoprogne concolor
Ptyonoprogne fuligula
Ptyonoprogne rupestris
Pucrasia macrolopha
Puffinus puffinus
Pulsatrix koeniswaldiana
Pulsatrix melanota
Pulsatrix perspicillata
Purnella albifrons
Purpureicephalus spurius
Pycnonotus aurigaster
Pycnonotus barbatus
Pycnonotus brunneus
Pycnonotus cafer
Pycnonotus capensis
Pycnonotus conradi
Pycnonotus finlaysoni
Pycnonotus flavescens
Pycnonotus goiavier
Pycnonotus jocosus
Pycnonotus leucogenys
Pycnonotus leucotis
Pycnonotus luteolus
Pycnonotus nigricans
Pycnonotus plumosus
Pycnonotus simplex
Pycnonotus sinensis
Pycnonotus striatus
Pycnonotus taivanus
Pycnonotus tricolor
Pycnonotus xantholaemus
Pycnonotus xanthopygos
Pycnonotus xanthorrhous
Pycnonotus zeylanicus
Pycnoptilus floccosus
Pygarrhichas albogularis
Pygiptila stellaris
Pygochelidon cyanoleuca
Pygoscelis adeliae
Pygoscelis antarcticus
Pygoscelis papua
Pyriglena atra
Pyriglena leuconota
Pyriglena leucoptera
Pyrilia aurantiocephala
Pyrilia barrabandi
Pyrilia caica
Pyrilia haematotis
Pyrilia pulchra
Pyrilia pyrilia
Pyrocephalus obscurus
Pyrocephalus rubinus
Pyroderus scutatus
Pyrrhocorax graculus
Pyrrhocorax pyrrhocorax
Pyrrholaemus brunneus
Pyrrholaemus sagittatus
Pyrrhomyias cinnamomeus
Pyrrhula erythaca
Pyrrhula murina
Pyrrhula nipalensis
Pyrrhula pyrrhula
Pyrrhura albipectus
Pyrrhura amazonum
Pyrrhura calliptera
Pyrrhura cruentata
Pyrrhura frontalis
Pyrrhura leucotis
Pyrrhura melanura
Pyrrhura molinae
Pyrrhura orcesi
Pyrrhura perlata
Pyrrhura picta
Pyrrhura roseifrons
Pyrrhura rupicola
Pyrrhura viridicata
Pytilia melba
Quelea quelea
Querula purpurata
Quiscalus lugubris
Quiscalus major
Quiscalus mexicanus
Quiscalus nicaraguensis
Quiscalus niger
Quiscalus quiscula
Radjah radjah
Rallina eurizonoides
Rallina fasciata
Rallina tricolor
Rallus antarcticus
Rallus aquaticus
Rallus caerulescens
Rallus crepitans
Rallus elegans
Rallus indicus
Rallus limicola
Rallus longirostris
Rallus obsoletus
Rallus semiplumbeus
Rallus wetmorei
Ramphastos ambiguus
Ramphastos brevis
Ramphastos citreolaemus
Ramphastos dicolorus
Ramphastos sulfuratus
Ramphastos toco
Ramphastos tucanus
Ramphastos vitellinus
Ramphocaenus melanurus
Ramphocaenus sticturus
Ramphocelus bresilius
Ramphocelus carbo
Ramphocelus dimidiatus
Ramphocelus flammigerus
Ramphocelus icteronotus
Ramphocelus nigrogularis
Ramphocelus passerinii
Ramphocelus sanguinolentus
Ramphodon naevius
Ramphomicron microrhynchum
Ramphotrigon fuscicauda
Ramphotrigon megacephalum
Ramphotrigon ruficauda
Ramsayornis modestus
Randia pseudozosterops
Recurvirostra americana
Recurvirostra andina
Recurvirostra avosetta
Regulus calendula
Regulus goodfellowi
Regulus ignicapilla
Regulus madeirensis
Regulus regulus
Regulus satrapa
Reinwardtipicus validus
Reinwardtoena reinwardti
Remiz consobrinus
Remiz coronatus
Remiz pendulinus
Rhabdotorrhinus corrugatus
Rhabdotorrhinus exarhatus
Rhea americana
Rhegmatorhina berlepschi
Rhegmatorhina cristata
Rhegmatorhina gymnops
Rhegmatorhina hoffmannsi
Rhegmatorhina melanosticta
Rhinocrypta lanceolata
Rhinopomastus cyanomelas
Rhinortha chlorophaea
Rhipidura albicollis
Rhipidura albiscapa
Rhipidura albogularis
Rhipidura aureola
Rhipidura brachyrhyncha
Rhipidura dryas
Rhipidura fuliginosa
Rhipidura javanica
Rhipidura leucophrys
Rhipidura leucothorax
Rhipidura maculipectus
Rhipidura nigritorquis
Rhipidura perlata
Rhipidura rufifrons
Rhipidura rufiventris
Rhipidura teysmanni
Rhipidura threnothorax
Rhipidura verreauxi
Rhodinocichla rosea
Rhodophoneus cruentus
Rhodospingus cruentus
Rhodospiza obsoleta
Rhodostethia rosea
Rhodothraupis celaeno
Rhopias gularis
Rhopocichla atriceps
Rhopophilus pekinensis
Rhopornis ardesiacus
Rhopospina fruticeti
Rhynchocyclus brevirostris
Rhynchocyclus olivaceus
Rhynchophanes mccownii
Rhynchopsitta pachyrhyncha
Rhynchopsitta terrisi
Rhynchortyx cinctus
Rhynchospiza stolzmanni
Rhynchospiza strigiceps
Rhynchostruthus percivali
Rhynchotus maculicollis
Rhynchotus rufescens
Rhynochetos jubatus
Rhyticeros cassidix
Rhyticeros plicatus
Rhyticeros undulatus
Rhytipterna holerythra
Rhytipterna immunda
Rhytipterna simplex
Riparia chinensis
Riparia diluta
Riparia riparia
Rissa brevirostris
Rissa tridactyla
Rollulus rouloul
Rostratula benghalensis
Rostrhamus sociabilis
Rubigula erythropthalmos
Rubigula flaviventris
Rubigula gularis
Rupicola peruvianus
Rupicola rupicola
Rupornis magnirostris
